,close,signal,nav
2014-01-14,4668.64759973087,0,1000255.2843849817
2014-01-15,4687.374913993883,0,999755.1567427892
2014-01-16,4649.185258028718,1,999755.1567427892
2014-01-17,4602.874382293504,0,989296.6446381641
2014-01-20,4601.659254801878,0,988801.996315845
2014-01-21,4683.18358791172,1,988801.996315845
2014-01-22,4721.985598960602,-1,996500.2073018168
2014-01-23,4696.383960812732,0,1000906.5269860526
2014-01-24,4751.420542156791,0,1000406.0737225597
2014-01-27,4549.111372772598,0,1000406.0737225597
2014-01-28,4628.206646929293,0,1000406.0737225597
2014-01-29,4508.177781459292,0,1000406.0737225597
2014-01-30,4484.4237200150355,0,1000406.0737225597
2014-01-31,4409.885712556023,0,1000406.0737225597
2014-02-03,4325.036378249228,-1,1000406.0737225597
2014-02-04,4401.147964575565,0,982300.818015055
2014-02-05,4371.114417880837,0,981809.6676060476
2014-02-06,4394.696721166769,0,981809.6676060476
2014-02-07,4392.497794947834,1,981809.6676060476
2014-02-10,4424.8486790614925,0,988549.8217872145
2014-02-11,4430.900589596735,1,988055.546876321
2014-02-12,4346.609150847464,0,968765.1995000585
2014-02-13,4412.552816101829,1,968280.8169003086
2014-02-14,4380.9010468748675,0,960851.0823560589
2014-02-17,4279.6603306855895,1,960370.6568148809
2014-02-18,4253.226424257487,1,953958.6109842471
2014-02-19,4350.040095236763,0,975673.0051592053
2014-02-20,4406.635193786849,1,975185.1686566258
2014-02-21,4384.747623941913,0,969853.8727585282
2014-02-24,4362.954786081167,0,969368.9458221489
2014-02-25,4343.103687835375,0,969368.9458221489
2014-02-26,4479.614828441865,0,969368.9458221489
2014-02-27,4506.561422842107,1,969368.9458221489
2014-02-28,4536.948416910437,1,975420.5549094274
2014-03-03,4608.415834849524,0,990785.681875442
2014-03-04,4626.322918037552,0,990290.2890345043
2014-03-05,4609.779627396409,0,990290.2890345043
2014-03-06,4597.657285519272,-1,990290.2890345043
2014-03-07,4594.196799036513,0,990540.4987405987
2014-03-10,4593.134716810436,0,990045.2284912284
2014-03-11,4644.795473190444,0,990045.2284912284
2014-03-12,4649.987924199525,0,990045.2284912284
2014-03-13,4702.691286537028,1,990045.2284912284
2014-03-14,4698.644574704632,0,988698.2622777481
2014-03-17,4705.859387647271,1,988203.9131466093
2014-03-18,4566.512783441292,-1,958447.8107313087
2014-03-19,4630.956993150184,0,943963.4155206778
2014-03-20,4656.753576397307,0,943491.4338129176
2014-03-21,4728.23001027535,0,943491.4338129176
2014-03-24,4524.635653946037,0,943491.4338129176
2014-03-25,4668.138105109263,0,943491.4338129176
2014-03-26,4660.211574806707,0,943491.4338129176
2014-03-27,4739.548052171529,0,943491.4338129176
2014-03-28,4667.547302383755,0,943491.4338129176
2014-03-31,4712.375979231333,1,943491.4338129176
2014-04-01,4639.885932864064,0,928506.0461273632
2014-04-02,4598.439586955948,1,928041.7931042996
2014-04-03,4732.437914163436,0,954620.8692199092
2014-04-04,4720.96084456914,1,954143.5587852993
2014-04-07,4738.438224816484,0,957198.8039084347
2014-04-08,4802.393555798291,1,956720.2045064806
2014-04-09,4840.269357931663,1,963787.3620178631
2014-04-10,4853.40300846028,0,966402.5153204161
2014-04-11,4882.217796839492,0,965919.314062756
2014-04-14,5060.513041437303,0,965919.314062756
2014-04-15,5058.53564513692,0,965919.314062756
2014-04-16,5076.217518839976,0,965919.314062756
2014-04-17,5158.676624261722,0,965919.314062756
2014-04-18,5246.7490511045535,1,965919.314062756
2014-04-21,5342.767864727401,1,983113.2864808685
2014-04-22,5396.630968984349,0,993024.5412437238
2014-04-23,5306.835472966331,0,992528.0289731021
2014-04-24,5439.5737832244895,1,992528.0289731021
2014-04-25,5348.849137635084,-1,975477.7559030093
2014-04-28,5375.921703693247,1,969565.0130821527
2014-04-29,5317.931603361267,0,958136.7443367627
2014-04-30,5315.646597307911,0,957657.6759645942
2014-05-01,5344.718281971216,0,957657.6759645942
2014-05-02,5373.383221264675,0,957657.6759645942
2014-05-05,5410.335383155494,0,957657.6759645942
2014-05-06,5544.289537309674,1,957657.6759645942
2014-05-07,5585.103569212946,0,964228.5999716262
2014-05-08,5567.796684332931,0,963746.4856716405
2014-05-09,5651.480844874715,0,963746.4856716405
2014-05-12,5755.5579209344705,0,963746.4856716405
2014-05-13,5652.906472699621,0,963746.4856716405
2014-05-14,5706.863496097777,0,963746.4856716405
2014-05-15,5770.247626576735,1,963746.4856716405
2014-05-16,5747.920453880261,0,959535.5291010628
2014-05-19,5869.975856702523,1,959055.7613365123
2014-05-20,5860.309547633851,0,956996.9204178555
2014-05-21,5874.917626747359,0,956518.4219576466
2014-05-22,5863.273192672593,0,956518.4219576466
2014-05-23,5868.27241436159,0,956518.4219576466
2014-05-26,5775.434755609025,-1,956518.4219576466
2014-05-27,5654.312214933722,0,976100.2874598287
2014-05-28,5793.13226688154,1,975612.2373160988
2014-05-29,5723.232503072602,0,963352.7225921729
2014-05-30,5641.804555591956,0,962871.0462308768
2014-06-02,5463.225742333386,-1,962871.0462308768
2014-06-03,5414.43049962347,0,970989.5713564897
2014-06-04,5310.534357688733,0,970504.0765708114
2014-06-05,5444.851352419236,0,970504.0765708114
2014-06-06,5530.957834194195,0,970504.0765708114
2014-06-09,5477.5811472743535,0,970504.0765708114
2014-06-10,5666.354597616145,0,970504.0765708114
2014-06-11,5753.658985849486,0,970504.0765708114
2014-06-12,5729.569376043246,0,970504.0765708114
2014-06-13,5518.716312259626,0,970504.0765708114
2014-06-16,5712.196624741833,0,970504.0765708114
2014-06-17,5597.128717353664,0,970504.0765708114
2014-06-18,5462.925669068148,-1,970504.0765708114
2014-06-19,5550.588735691722,0,954445.2347243035
2014-06-20,5757.67624776615,0,953968.0121069414
2014-06-23,5881.358956753048,0,953968.0121069414
2014-06-24,5935.351733903148,1,953968.0121069414
2014-06-25,5992.612427060303,0,962694.336021289
2014-06-26,6073.702570037835,1,962212.9888532783
2014-06-27,6147.30810017075,0,973392.6767966144
2014-06-30,6177.7802221706925,1,972905.9804582162
2014-07-01,6192.028807459526,0,974663.4619140243
2014-07-02,6190.844759759944,0,974176.1301830674
2014-07-03,6125.484595756041,1,974176.1301830674
2014-07-04,6104.327209981011,0,970324.2438106893
2014-07-07,5953.953025086815,-1,969839.081688784
2014-07-08,5949.722083463161,0,970043.3399969541
2014-07-09,5866.0675226765825,-1,969558.3183269557
2014-07-10,5773.494461439631,0,984374.2463670034
2014-07-11,5793.558645427358,1,983882.05924382
2014-07-14,5919.0523446878815,1,1004701.8899260492
2014-07-15,6005.231637674141,0,1019329.9914351517
2014-07-16,5868.500837901271,0,1018820.3264394342
2014-07-17,5786.039284140614,0,1018820.3264394342
2014-07-18,5872.299767561135,0,1018820.3264394342
2014-07-21,5790.459998019286,0,1018820.3264394342
2014-07-22,5775.608189481277,0,1018820.3264394342
2014-07-23,5827.930955584381,1,1018820.3264394342
2014-07-24,5748.013415646356,0,1004339.9864988334
2014-07-25,5761.789997124154,0,1003837.8165055842
2014-07-28,5651.21846485806,1,1003837.8165055842
2014-07-29,5604.896179568249,0,995107.5726776647
2014-07-30,5636.418655678011,0,994610.0188913259
2014-07-31,5506.421152397405,0,994610.0188913259
2014-08-01,5547.399061361851,1,994610.0188913259
2014-08-04,5550.415654485004,0,994653.5680209136
2014-08-05,5601.087089970964,1,994156.2412369032
2014-08-06,5624.635410953415,0,997838.8357225673
2014-08-07,5744.503028128323,1,997339.9163047061
2014-08-08,5760.191011052978,1,999564.9374126828
2014-08-11,5728.020285677278,1,993982.3570720346
2014-08-12,5743.451517518809,0,996660.1360311497
2014-08-13,5795.213933362903,0,996161.8059631342
2014-08-14,5804.481921053894,0,996161.8059631342
2014-08-15,5813.064354653623,0,996161.8059631342
2014-08-18,5756.928584652963,0,996161.8059631342
2014-08-19,5704.7295679887275,-1,996161.8059631342
2014-08-20,5589.725319805583,1,1015745.8057614723
2014-08-21,5741.355091701132,0,1042283.7045481843
2014-08-22,5639.320459969393,0,1041762.5626959102
2014-08-25,5585.722543204624,1,1041762.5626959102
2014-08-26,5530.514916419207,0,1030945.2088784704
2014-08-27,5609.708509886544,0,1030429.7362740311
2014-08-28,5589.930722862658,0,1030429.7362740311
2014-08-29,5699.592843346278,0,1030429.7362740311
2014-09-01,5647.169864183822,0,1030429.7362740311
2014-09-02,5675.928600929591,1,1030429.7362740311
2014-09-03,5609.9767781328865,0,1017941.375838124
2014-09-04,5795.615429776398,0,1017432.4051502048
2014-09-05,5697.683953095135,0,1017432.4051502048
2014-09-08,5729.40090802479,0,1017432.4051502048
2014-09-09,5789.151767121817,0,1017432.4051502048
2014-09-10,5830.439693102894,0,1017432.4051502048
2014-09-11,5819.644128921269,0,1017432.4051502048
2014-09-12,5813.72643869267,0,1017432.4051502048
2014-09-15,5822.972224963357,0,1017432.4051502048
2014-09-16,5815.581736318063,0,1017432.4051502048
2014-09-17,5905.12226090489,1,1017432.4051502048
2014-09-18,6106.48055470187,1,1051617.0355208488
2014-09-19,6061.178220834643,0,1043815.3720885552
2014-09-22,5942.37391100231,1,1043293.4644025109
2014-09-23,5940.14229960213,0,1042380.0170829076
2014-09-24,6175.6499339496495,1,1041858.8270743663
2014-09-25,6107.090830011496,0,1029771.6806021832
2014-09-26,6263.082753523751,1,1029256.7947618823
2014-09-29,6426.698813482985,0,1055630.3535516276
2014-09-30,6379.5068422588865,0,1055102.5383748517
2014-10-01,6440.09787554728,1,1055102.5383748517
2014-10-02,6603.61991107193,0,1081365.3431059013
2014-10-03,6572.454822049944,0,1080824.6604343483
2014-10-06,6558.757946190933,0,1080824.6604343483
2014-10-07,6507.9057853343065,0,1080824.6604343483
2014-10-08,6415.185537500786,0,1080824.6604343483
2014-10-09,6358.9690289631835,1,1080824.6604343483
2014-10-10,6248.444347275904,0,1061498.5296944056
2014-10-13,6257.76374833034,0,1060967.7804295586
2014-10-14,6191.6355933610885,0,1060967.7804295586
2014-10-15,6219.442054024435,1,1060967.7804295586
2014-10-16,6080.423073258864,-1,1036722.2014907474
2014-10-17,6116.608936817919,0,1029515.7296386486
2014-10-20,6199.139105447206,0,1029000.9717738293
2014-10-21,6019.895046348812,0,1029000.9717738293
2014-10-22,6059.652392814825,0,1029000.9717738293
2014-10-23,6177.2718595164815,0,1029000.9717738293
2014-10-24,6071.346075235131,0,1029000.9717738293
2014-10-27,6229.730623933007,1,1029000.9717738293
2014-10-28,6275.117763398224,0,1035983.3300503936
2014-10-29,6215.044313871815,0,1035465.3383853685
2014-10-30,6216.081868781632,0,1035465.3383853685
2014-10-31,6274.388258910241,0,1035465.3383853685
2014-11-03,6287.85693781006,0,1035465.3383853685
2014-11-04,6345.009437050729,0,1035465.3383853685
2014-11-05,6263.789122042395,1,1035465.3383853685
2014-11-06,6286.033452270594,0,1038624.8101172377
2014-11-07,6159.096405290005,0,1038105.4977121791
2014-11-10,6155.063141245822,0,1038105.4977121791
2014-11-11,6077.855417815973,-1,1038105.4977121791
2014-11-12,6016.97446080699,0,1047984.990475239
2014-11-13,6134.6587974818685,0,1047460.9979800014
2014-11-14,6241.329264121954,0,1047460.9979800014
2014-11-17,6304.720819284714,1,1047460.9979800014
2014-11-18,6207.855678969556,0,1030844.1747886852
2014-11-19,6184.73601035444,0,1030328.752701291
2014-11-20,6303.602789587909,0,1030328.752701291
2014-11-21,6323.457096388433,0,1030328.752701291
2014-11-24,6549.93069650886,1,1030328.752701291
2014-11-25,6595.292908199032,0,1036949.2349685637
2014-11-26,6621.063836174876,1,1036430.7603510794
2014-11-27,6597.1674567897,0,1032171.9160827636
2014-11-28,6617.167069025231,0,1031655.8301247223
2014-12-01,6608.843850095729,-1,1031655.8301247223
2014-12-02,6685.847542070785,-1,1019119.5475629607
2014-12-03,6788.684162094963,0,1003444.2260704392
2014-12-04,6715.648427442797,-1,1002942.503957404
2014-12-05,6588.477848648123,0,1021433.2089791034
2014-12-08,6413.814473129059,-1,1020922.4923746139
2014-12-09,6469.313837206142,1,1011577.8889286229
2014-12-10,6368.931235164469,0,994869.9291337067
2014-12-11,6169.8442611154,-1,994372.49416914
2014-12-12,6212.190486548732,1,987050.5129968137
2014-12-15,6450.925984984246,-1,1023995.9754535275
2014-12-16,6457.018900274555,0,1022004.8127874967
2014-12-17,6544.9201476095595,0,1021493.8103811031
2014-12-18,6559.735800873126,1,1021493.8103811031
2014-12-19,6556.804833009479,0,1020526.6479094895
2014-12-22,6653.995889994065,0,1020016.3845855348
2014-12-23,6631.923769850016,0,1020016.3845855348
2014-12-24,6665.402099066242,0,1020016.3845855348
2014-12-25,6704.479883221775,0,1020016.3845855348
2014-12-26,6644.2472363602865,0,1020016.3845855348
2014-12-29,6750.011156357118,0,1020016.3845855348
2014-12-30,6739.2996903697485,0,1020016.3845855348
2014-12-31,6669.893883072997,0,1020016.3845855348
2015-01-01,6730.490640875951,0,1020016.3845855348
2015-01-02,6646.765828966208,0,1020016.3845855348
2015-01-05,6656.470058877504,0,1020016.3845855348
2015-01-06,6662.463141768256,0,1020016.3845855348
2015-01-07,6777.892784781216,0,1020016.3845855348
2015-01-08,6833.1813228840665,0,1020016.3845855348
2015-01-09,6837.698389947389,1,1020016.3845855348
2015-01-12,6928.65790744054,1,1033075.2986951399
2015-01-13,7080.318865598556,1,1055688.219082107
2015-01-14,7146.892338702716,1,1065614.4431114963
2015-01-15,7155.399561064662,0,1066882.885196535
2015-01-16,7022.001905724405,0,1066349.4437539368
2015-01-19,6917.075112494046,1,1066349.4437539368
2015-01-20,6892.555773006977,0,1062036.3210630082
2015-01-21,6836.659775212764,1,1061505.3029024769
2015-01-22,6824.544586105637,0,1059093.4653490814
2015-01-23,6837.3856731281185,0,1058563.918616407
2015-01-26,6898.762058456831,1,1058563.918616407
2015-01-27,6898.575918217517,0,1058006.07481666
2015-01-28,6956.022381859474,0,1057477.0717792516
2015-01-29,6969.907416492815,0,1057477.0717792516
2015-01-30,6770.541568758914,0,1057477.0717792516
2015-02-02,6682.100194013295,0,1057477.0717792516
2015-02-03,6674.5171339325125,0,1057477.0717792516
2015-02-04,6560.250392240169,-1,1057477.0717792516
2015-02-05,6626.0074093139,0,1046348.6558367924
2015-02-06,6784.931539906584,1,1045825.4815088741
2015-02-09,6915.9081745098565,0,1065491.2325954137
2015-02-10,6900.8309441663005,0,1064958.4869791162
2015-02-11,7062.18178682028,0,1064958.4869791162
2015-02-12,7085.129338345152,0,1064958.4869791162
2015-02-13,7056.518829243816,0,1064958.4869791162
2015-02-16,6998.767887396573,0,1064958.4869791162
2015-02-17,6974.12316243811,0,1064958.4869791162
2015-02-18,6940.590383599601,-1,1064958.4869791162
2015-02-19,6965.364260560508,0,1060624.7244057192
2015-02-20,6989.188906555769,-1,1060094.4120435163
2015-02-23,6996.57053629769,0,1058444.7464460323
2015-02-24,7049.486442858548,0,1057915.5240728094
2015-02-25,7182.491186324498,0,1057915.5240728094
2015-02-26,7292.020092774428,0,1057915.5240728094
2015-02-27,7136.927084421328,0,1057915.5240728094
2015-03-02,6870.678543651593,-1,1057915.5240728094
2015-03-03,6973.8504455337825,1,1041500.6307432976
2015-03-04,6837.837064040282,0,1020146.3884325646
2015-03-05,6821.608833403603,0,1019636.3152383483
2015-03-06,6708.675696346333,-1,1019636.3152383483
2015-03-09,6534.0156993026685,0,1045672.6715965332
2015-03-10,6593.572868256769,0,1045149.8352607349
2015-03-11,6675.191613207633,1,1045149.8352607349
2015-03-12,6624.07109913421,0,1036623.2059341542
2015-03-13,6373.163681777094,1,1036104.8943311872
2015-03-16,6327.22552481273,-1,1028118.5338907051
2015-03-17,6370.634910580382,0,1020036.771721462
2015-03-18,6235.564880008851,1,1019526.7533356014
2015-03-19,6258.824131101284,0,1022819.9218837237
2015-03-20,6263.505798072105,0,1022308.5119227819
2015-03-23,6324.042322152639,1,1022308.5119227819
2015-03-24,6341.542118657112,1,1024626.274680986
2015-03-25,6255.14054268789,0,1010666.0543977441
2015-03-26,6373.4736494787,0,1010160.7213705452
2015-03-27,6364.480762179155,0,1010160.7213705452
2015-03-30,6368.013982767797,1,1010160.7213705452
2015-03-31,6284.996857493531,0,996486.5997074866
2015-04-01,6249.240857362832,0,995988.3564076328
2015-04-02,6172.286120374397,0,995988.3564076328
2015-04-03,6162.1711008973125,1,995988.3564076328
2015-04-06,6326.261265535561,0,1022012.1661041881
2015-04-07,6202.089670328094,0,1021501.1600211362
2015-04-08,6057.857974977178,-1,1021501.1600211362
2015-04-09,6197.268236978113,0,997482.4723219258
2015-04-10,6183.653929399952,0,996983.7310857648
2015-04-13,6127.409670849491,0,996983.7310857648
2015-04-14,6228.735082653732,0,996983.7310857648
2015-04-15,6177.976963427583,0,996983.7310857648
2015-04-16,6352.953831007269,0,996983.7310857648
2015-04-17,6423.463469221928,0,996983.7310857648
2015-04-20,6382.407388762388,-1,996983.7310857648
2015-04-21,6594.839079005585,0,963301.688525476
2015-04-22,6540.997457135387,0,962820.0376812133
2015-04-23,6619.81722365297,0,962820.0376812133
2015-04-24,6655.598697541335,0,962820.0376812133
2015-04-27,6791.632731019713,1,962820.0376812133
2015-04-28,6956.891194678021,0,985766.5965335254
2015-04-29,6966.541017717899,0,985273.7132352587
2015-04-30,6894.10825037567,0,985273.7132352587
2015-05-01,6947.886360211158,0,985273.7132352587
2015-05-04,6883.49488236812,1,985273.7132352587
2015-05-05,7097.541783355256,1,1015418.8248692073
2015-05-06,7118.406957771702,0,1018403.9275333897
2015-05-07,7085.724727059512,0,1017894.7255696229
2015-05-08,7111.627437166077,0,1017894.7255696229
2015-05-11,6974.197432122009,0,1017894.7255696229
2015-05-12,6878.684057277405,0,1017894.7255696229
2015-05-13,7008.566660767035,1,1017894.7255696229
2015-05-14,6945.622521091238,0,1008244.0362669107
2015-05-15,6842.586900473939,0,1007739.9142487773
2015-05-18,6903.5918453603035,0,1007739.9142487773
2015-05-19,7032.329040356758,0,1007739.9142487773
2015-05-20,7114.207650381163,0,1007739.9142487773
2015-05-21,7226.584623518313,1,1007739.9142487773
2015-05-22,7150.70554878482,0,996654.7840907618
2015-05-25,7004.268127977891,0,996156.4566987164
2015-05-26,7167.922050821573,-1,996156.4566987164
2015-05-27,7139.258332824454,1,999641.8966438869
2015-05-28,7118.377529230907,0,995718.5160149253
2015-05-29,7266.133633740844,1,995220.656756918
2015-06-01,7332.792210708553,1,1003853.0729450119
2015-06-02,7388.998436933127,0,1011547.6579397679
2015-06-03,7635.037705307621,0,1011041.8841107982
2015-06-04,7567.593608447362,0,1011041.8841107982
2015-06-05,7679.087752251667,0,1011041.8841107982
2015-06-08,7691.888010281996,0,1011041.8841107982
2015-06-09,7729.091801866851,-1,1011041.8841107982
2015-06-10,7912.51120634022,0,986543.2854521029
2015-06-11,7979.1160967369115,0,986050.013809377
2015-06-12,8049.896126307178,1,986050.013809377
2015-06-15,8185.777484833056,0,1002201.4042518856
2015-06-16,8147.419108941883,0,1001700.3035497598
2015-06-17,8051.248386464498,1,1001700.3035497598
2015-06-18,7931.350477330598,0,986282.2919579875
2015-06-19,7703.569230477217,0,985789.1508120084
2015-06-22,7947.119735645969,0,985789.1508120084
2015-06-23,7821.713764050679,0,985789.1508120084
2015-06-24,7801.730380040929,0,985789.1508120084
2015-06-25,7775.263715228926,0,985789.1508120084
2015-06-26,7816.991299599702,1,985789.1508120084
2015-06-29,7918.514169353864,0,998099.1544012812
2015-06-30,8026.635721486131,0,997600.1048240806
2015-07-01,7962.3965548680335,0,997600.1048240806
2015-07-02,7948.317468508587,-1,997600.1048240806
2015-07-03,7987.84460089758,0,992140.2206716832
2015-07-06,7963.878018802638,-1,991644.1505613474
2015-07-07,8161.667376579381,0,966520.0432185732
2015-07-08,8227.661524582401,0,966036.783196964
2015-07-09,8324.254265898127,0,966036.783196964
2015-07-10,8412.954339581373,0,966036.783196964
2015-07-13,8566.99594401826,1,966036.783196964
2015-07-14,8596.284635476637,0,968856.4339633047
2015-07-15,8435.073979232166,0,968372.0057463231
2015-07-16,8491.502440421411,0,968372.0057463231
2015-07-17,8414.395473971765,1,968372.0057463231
2015-07-20,8353.441927672247,0,960872.9714314117
2015-07-21,8432.600388854573,1,960392.5349456961
2015-07-22,8594.930564283695,0,978400.1931346742
2015-07-23,8603.443761394265,1,977910.993038107
2015-07-24,8649.035488347228,0,982604.2241421392
2015-07-27,8875.599371786502,0,982112.9220300681
2015-07-28,8913.486066583753,0,982112.9220300681
2015-07-29,9267.153993042064,1,982112.9220300681
2015-07-30,9351.767588831763,0,990589.0313102166
2015-07-31,9110.78763954704,1,990093.7367945616
2015-08-03,9219.555649227015,0,1001418.8013598131
2015-08-04,9278.107216831168,0,1000918.0919591332
2015-08-05,9463.436196425157,0,1000918.0919591332
2015-08-06,9564.89775867582,1,1000918.0919591332
2015-08-07,9550.951937827986,0,998958.2734149137
2015-08-10,9381.417136307926,0,998458.7942782063
2015-08-11,9357.716175516516,-1,998458.7942782063
2015-08-12,9243.98451627766,0,1010094.6171977847
2015-08-13,9169.026877633964,0,1009589.569889186
2015-08-14,9255.424166019979,1,1009589.569889186
2015-08-17,9492.711126839591,0,1034968.2393752475
2015-08-18,9554.452504168938,1,1034450.7552555599
2015-08-19,9388.593998234603,0,1015976.1998630026
2015-08-20,9456.594870227482,1,1015468.2117630711
2015-08-21,9631.71459228982,0,1033765.1862703239
2015-08-24,9549.044980481714,0,1033248.3036771887
2015-08-25,9535.182565457919,0,1033248.3036771887
2015-08-26,9542.560169930892,-1,1033248.3036771887
2015-08-27,9435.442635473446,-1,1044330.1403997174
2015-08-28,9532.318726952919,0,1033607.7369974885
2015-08-31,9520.151881503321,0,1033090.9331289899
2015-09-01,9585.132709022468,0,1033090.9331289899
2015-09-02,9462.586776560081,1,1033090.9331289899
2015-09-03,9405.435111505516,0,1026334.7759816794
2015-09-04,9512.210962450374,0,1025821.6085936887
2015-09-07,9463.879978611985,0,1025821.6085936887
2015-09-08,9713.827715168878,0,1025821.6085936887
2015-09-09,9660.463612022195,0,1025821.6085936887
2015-09-10,9697.809496048614,0,1025821.6085936887
2015-09-11,9838.224855754706,1,1025821.6085936887
2015-09-14,9633.681821974173,0,1003981.20558264
2015-09-15,9383.854610160926,0,1003479.2149798488
2015-09-16,9173.554894177822,-1,1003479.2149798488
2015-09-17,9351.589558284986,0,983502.5731083691
2015-09-18,9278.509756921803,-1,983010.821821815
2015-09-21,9638.800916701179,1,944348.3042173085
2015-09-22,9561.580061990584,0,935838.3485490251
2015-09-23,9592.320929438936,0,935370.4293747507
2015-09-24,9818.43995480697,0,935370.4293747507
2015-09-25,10118.168960329635,1,935370.4293747507
2015-09-28,10435.401727322544,0,964229.2112943137
2015-09-29,10628.98032807287,1,963747.0966886665
2015-09-30,10796.706387143719,1,978473.220283908
2015-10-01,10897.131598684986,1,987574.4569584077
2015-10-02,11028.805956998365,0,999507.710377351
2015-10-05,10942.059964242368,1,999007.9565221623
2015-10-06,10812.109773951799,-1,986644.0253267144
2015-10-07,10815.791677795978,0,985321.3942918553
2015-10-08,10792.351129249457,0,984828.7335947094
2015-10-09,10723.079872925187,0,984828.7335947094
2015-10-12,10839.103830779997,0,984828.7335947094
2015-10-13,10998.41824177181,0,984828.7335947094
2015-10-14,11016.994109873056,-1,984828.7335947094
2015-10-15,11265.098039109054,0,962157.8669211807
2015-10-16,11076.138595846642,0,961676.7879877202
2015-10-19,11047.793022954493,0,961676.7879877202
2015-10-20,10932.759775104063,1,961676.7879877202
2015-10-21,10630.318288410153,-1,934592.3322582067
2015-10-22,10620.626695912439,0,934509.8017165734
2015-10-23,10604.659046452336,0,934042.5468157151
2015-10-26,10848.764847127302,-1,934042.5468157151
2015-10-27,10954.793949497582,0,924446.7727109892
2015-10-28,10789.84336713124,0,923984.5493246337
2015-10-29,11093.15668619958,0,923984.5493246337
2015-10-30,11299.592685306652,0,923984.5493246337
2015-11-02,11401.508824124725,1,923984.5493246337
2015-11-03,11365.99196305322,-1,920644.25108391
2015-11-04,11205.557976522818,0,932718.744244309
2015-11-05,11146.027079389854,0,932252.3848721868
2015-11-06,11331.004939882432,0,932252.3848721868
2015-11-09,11654.250870372784,1,932252.3848721868
2015-11-10,11926.978410454336,0,953602.4099269925
2015-11-11,11842.467182626817,0,953125.6087220291
2015-11-12,11646.437360552445,0,953125.6087220291
2015-11-13,11673.78949642139,0,953125.6087220291
2015-11-16,11366.801043094854,-1,953125.6087220291
2015-11-17,11424.441648312402,0,947815.7830914082
2015-11-18,11401.63270069047,1,947341.8751998625
2015-11-19,11324.34182722174,0,940446.2397129865
2015-11-20,11055.78673574002,0,939976.0165931301
2015-11-23,11143.16909070485,0,939976.0165931301
2015-11-24,11056.28933693917,0,939976.0165931301
2015-11-25,10864.34261313514,0,939976.0165931301
2015-11-26,10398.240704525373,0,939976.0165931301
2015-11-27,10395.779128714992,0,939976.0165931301
2015-11-30,10673.905850955192,0,939976.0165931301
2015-12-01,10941.639074361317,1,939976.0165931301
2015-12-02,10868.34836761136,0,933209.7592493233
2015-12-03,10771.826182998464,-1,932743.1543696987
2015-12-04,10849.144059289592,1,925581.7509013775
2015-12-07,10688.190668850808,-1,910924.6231297296
2015-12-08,10738.009355550788,1,905767.7910548125
2015-12-09,10862.779003321228,0,915386.5371200712
2015-12-10,11064.025537474194,1,914928.8438515113
2015-12-11,11048.690239680898,0,913203.2418757977
2015-12-14,11016.153649937803,0,912746.6402548598
2015-12-15,10872.222502182689,1,912746.6402548598
2015-12-16,10738.440616580867,0,901058.9877196954
2015-12-17,10702.951132396707,0,900608.4582258356
2015-12-18,10762.853039089223,0,900608.4582258356
2015-12-21,10911.208756654774,0,900608.4582258356
2015-12-22,10780.56443837742,0,900608.4582258356
2015-12-23,11022.680874024396,1,900608.4582258356
2015-12-24,10978.539644601917,0,896551.5935756499
2015-12-25,10975.638650842904,0,896103.3177788622
2015-12-28,10853.173427055443,0,896103.3177788622
2015-12-29,10458.993251130692,0,896103.3177788622
2015-12-30,10598.08669180715,0,896103.3177788622
2015-12-31,10715.565469778992,1,896103.3177788622
2016-01-01,10670.627901978249,0,891897.3026496615
2016-01-04,10681.566341576812,0,891451.3539983367
2016-01-05,10764.383969552335,0,891451.3539983367
2016-01-06,10512.174930517012,-1,891451.3539983367
2016-01-07,10428.775974853279,0,898078.0098636819
2016-01-08,10552.984810728743,0,897628.9708587502
2016-01-11,10354.334304899681,0,897628.9708587502
2016-01-12,10399.76507477609,0,897628.9708587502
2016-01-13,10187.916866763384,-1,897628.9708587502
2016-01-14,10258.913464678748,0,890924.8439326446
2016-01-15,10253.082771570358,0,890479.3815106783
2016-01-18,10004.274350100715,0,890479.3815106783
2016-01-19,10178.60274893402,0,890479.3815106783
2016-01-20,10065.920008575878,1,890479.3815106783
2016-01-21,9943.000640784518,-1,879160.107204778
2016-01-22,9972.28192455729,0,875691.8960142242
2016-01-25,10143.405974297495,0,875254.0500662171
2016-01-26,9988.081199551481,0,875254.0500662171
2016-01-27,9996.507990398824,0,875254.0500662171
2016-01-28,10059.93363705735,1,875254.0500662171
2016-01-29,10163.582819127972,0,883834.3121909876
2016-02-01,10189.472133164467,0,883392.3950348923
2016-02-02,10132.301885579256,0,883392.3950348923
2016-02-03,10005.393928270327,1,883392.3950348923
2016-02-04,10017.150239582834,0,883988.682557115
2016-02-05,9854.820638269366,0,883546.6882158364
2016-02-08,9421.708607110633,0,883546.6882158364
2016-02-09,9482.134635646142,0,883546.6882158364
2016-02-10,9609.367931048619,0,883546.6882158364
2016-02-11,9267.363869272987,0,883546.6882158364
2016-02-12,9125.586586937909,0,883546.6882158364
2016-02-15,9208.892580591777,0,883546.6882158364
2016-02-16,9491.587911372197,0,883546.6882158364
2016-02-17,9492.932756067938,0,883546.6882158364
2016-02-18,9387.598031730564,-1,883546.6882158364
2016-02-19,9360.13580180464,1,885689.6188844119
